From file: CTD 1335 291020;Instrument no.:;1335;;;;;;;;;;
Ser;Interval (sec);Integration;Air pressure;Salinity;Chart Datum (dbar);;;;;;;
2;510;0,03;0,04;5,432;0,27;92,99;11,12;0,204;1428,84;45,19;27-10-2020;10:36:49
2;511;0,03;0,04;5,436;0,27;92,99;11,12;0,202;1428,85;44,71;27-10-2020;10:36:51
2;512;0,04;0,05;5,437;0,26;93,03;11,12;0,208;1428,86;44,32;27-10-2020;10:36:53
2;513;0,03;0,04;5,437;0,31;93,04;11,12;0,198;1428,84;44,05;27-10-2020;10:36:55
2;514;0,03;0,04;5,437;0,24;93,04;11,12;0,199;1428,84;44,11;27-10-2020;10:36:57
2;515;0,03;0,04;5,438;0,25;93,02;11,12;0,195;1428,84;43,43;27-10-2020;10:36:59
2;516;0,03;0,04;5,437;0,27;93,06;11,13;0,194;1428,83;43,09;27-10-2020;10:37:01
2;517;0,03;0,04;5,436;0,32;93,06;11,13;0,190;1428,81;42,43;27-10-2020;10:37:03
2;518;0,05;0,07;5,438;0,26;93,06;11,12;0,204;1428,84;41,97;27-10-2020;10:37:05
2;519;0,05;0,07;5,437;0,26;93,04;11,12;0,201;1428,83;41,34;27-10-2020;10:37:07
2;520;0,05;0,07;5,439;0,31;93,11;11,13;0,198;1428,83;40,75;27-10-2020;10:37:09
2;521;0,04;0,05;5,440;0,27;93,08;11,13;0,188;1428,81;40,37;27-10-2020;10:37:11
2;522;0,04;0,05;5,439;0,28;93,07;11,13;0,187;1428,80;40,03;27-10-2020;10:37:13
2;523;0,02;0,03;5,439;0,29;93,07;11,13;0,168;1428,77;39,56;27-10-2020;10:37:15
2;524;0,03;0,04;5,439;0,26;93,09;11,13;0,175;1428,78;39,29;27-10-2020;10:37:17
2;525;0,04;0,05;5,439;0,27;93,07;11,13;0,180;1428,78;38,78;27-10-2020;10:37:19
2;526;0,03;0,04;5,438;0,27;93,05;11,12;0,170;1428,76;38,24;27-10-2020;10:37:21
2;527;0,03;0,04;5,440;0,28;93,07;11,13;0,167;1428,75;37,61;27-10-2020;10:37:23
2;528;0,04;0,05;5,442;0,31;93,04;11,12;0,171;1428,77;36,94;27-10-2020;10:37:25
2;529;0,04;0,05;5,444;0,35;93,06;11,12;0,169;1428,77;36,39;27-10-2020;10:37:27
2;530;0,05;0,07;5,446;0,27;93,09;11,13;0,174;1428,78;35,88;27-10-2020;10:37:29
2;531;0,04;0,05;5,437;0,33;93,05;11,12;0,164;1428,72;35,41;27-10-2020;10:37:31
2;532;0,04;0,05;5,433;0,25;93,03;11,12;0,162;1428,69;34,90;27-10-2020;10:37:33
2;533;0,03;0,04;5,430;0,27;93,00;11,12;0,153;1428,67;34,77;27-10-2020;10:37:35
2;534;0,04;0,05;5,424;0,27;92,99;11,12;0,158;1428,64;34,16;27-10-2020;10:37:37
2;535;0,04;0,05;5,425;0,30;92,99;11,12;0,157;1428,64;33,83;27-10-2020;10:37:39
2;536;0,04;0,05;5,421;0,26;93,00;11,12;0,154;1428,62;33,29;27-10-2020;10:37:41
2;537;0,03;0,04;5,414;0,33;92,94;11,12;0,144;1428,56;32,78;27-10-2020;10:37:43
2;538;0,03;0,04;5,422;0,27;92,97;11,12;0,140;1428,59;32,14;27-10-2020;10:37:45
2;539;0,03;0,04;5,433;0,32;92,90;11,11;0,137;1428,63;31,53;27-10-2020;10:37:47
2;540;0,04;0,05;5,450;0,26;92,95;11,11;0,141;1428,70;30,78;27-10-2020;10:37:49
2;541;0,04;0,05;5,454;0,31;93,02;11,12;0,138;1428,71;30,20;27-10-2020;10:37:51
2;542;0,03;0,04;5,457;0,27;93,02;11,12;0,126;1428,70;29,46;27-10-2020;10:37:53
2;543;0,04;0,05;5,455;0,26;93,05;11,12;0,132;1428,70;29,02;27-10-2020;10:37:55
2;544;0,03;0,04;5,459;0,28;93,04;11,12;0,122;1428,70;28,51;27-10-2020;10:37:57
2;545;0,03;0,04;5,462;0,26;93,01;11,11;0,119;1428,70;27,91;27-10-2020;10:37:59
2;546;0,04;0,05;5,464;0,30;93,02;11,11;0,123;1428,71;27,12;27-10-2020;10:38:01
2;547;0,02;0,03;5,462;0,27;93,05;11,12;0,103;1428,66;26,32;27-10-2020;10:38:03
2;548;0,04;0,05;5,462;0,29;93,05;11,12;0,118;1428,68;26,09;27-10-2020;10:38:05
2;549;0,04;0,05;5,463;0,25;93,08;11,12;0,114;1428,68;25,30;27-10-2020;10:38:07
2;550;0,04;0,05;5,462;0,27;93,07;11,12;0,112;1428,67;24,99;27-10-2020;10:38:09
2;551;0,02;0,03;5,462;0,38;93,03;11,12;0,093;1428,63;24,29;27-10-2020;10:38:11
2;552;0,02;0,03;5,461;0,27;93,08;11,12;0,090;1428,62;23,78;27-10-2020;10:38:13
2;553;0,04;0,05;5,460;0,28;93,05;11,12;0,104;1428,63;23,27;27-10-2020;10:38:15
2;554;0,04;0,05;5,462;0,33;93,04;11,12;0,100;1428,63;22,53;27-10-2020;10:38:17
2;555;0,03;0,04;5,463;0,27;93,06;11,12;0,089;1428,61;21,86;27-10-2020;10:38:19
2;556;0,03;0,04;5,452;0,26;93,05;11,12;0,086;1428,55;21,21;27-10-2020;10:38:21
2;557;0,02;0,03;5,452;0,27;93,04;11,12;0,076;1428,53;20,85;27-10-2020;10:38:23
2;558;0,03;0,04;5,449;0,26;93,05;11,12;0,080;1428,52;20,02;27-10-2020;10:38:25
2;559;0,03;0,04;5,452;0,26;93,05;11,12;0,076;1428,52;19,23;27-10-2020;10:38:27
2;560;0,03;0,04;5,464;0,28;93,05;11,12;0,072;1428,56;18,49;27-10-2020;10:38:29
2;561;0,03;0,04;5,471;0,28;93,05;11,11;0,069;1428,58;17,79;27-10-2020;10:38:31
2;562;0,03;0,04;5,473;0,28;93,09;11,12;0,067;1428,58;17,39;27-10-2020;10:38:33
2;563;0,02;0,03;5,469;0,28;93,11;11,12;0,055;1428,54;16,54;27-10-2020;10:38:35
2;564;0,03;0,04;5,469;0,25;93,10;11,12;0,060;1428,54;15,96;27-10-2020;10:38:37
2;565;0,02;0,03;5,470;0,26;93,06;11,12;0,048;1428,52;15,27;27-10-2020;10:38:39
2;566;0,02;0,03;5,471;0,24;93,07;11,12;0,046;1428,52;14,70;27-10-2020;10:38:41
2;567;0,03;0,04;5,472;0,30;93,11;11,12;0,053;1428,53;14,54;27-10-2020;10:38:43
2;568;0,01;0,01;5,470;0,25;93,07;11,12;0,033;1428,49;13,77;27-10-2020;10:38:45
2;569;0,02;0,03;5,468;0,26;93,08;11,12;0,039;1428,48;13,30;27-10-2020;10:38:47
2;570;0,03;0,04;5,468;0,24;93,07;11,12;0,043;1428,48;12,51;27-10-2020;10:38:49
2;571;0,03;0,04;5,469;0,27;93,07;11,12;0,040;1428,48;11,97;27-10-2020;10:38:51
2;572;0,03;0,04;5,467;0,24;93,05;11,12;0,037;1428,46;11,22;27-10-2020;10:38:53
2;573;0,03;0,04;5,463;0,25;93,08;11,12;0,033;1428,43;10,49;27-10-2020;10:38:55
2;574;0,02;0,03;5,465;0,28;93,06;11,12;0,022;1428,42;9,86;27-10-2020;10:38:57
2;575;0,03;0,04;5,469;0,26;93,14;11,13;0,026;1428,43;9,05;27-10-2020;10:38:59
2;576;0,04;0,05;5,467;0,28;93,11;11,12;0,031;1428,43;8,45;27-10-2020;10:39:01
2;577;0,04;0,05;5,465;0,28;93,11;11,12;0,028;1428,41;7,75;27-10-2020;10:39:03
2;578;0,03;0,04;5,465;0,24;93,10;11,12;0,017;1428,39;7,14;27-10-2020;10:39:05
2;579;0,04;0,05;5,464;0,28;93,08;11,12;0,021;1428,38;6,27;27-10-2020;10:39:07
2;580;0,03;0,04;5,456;0,30;93,09;11,12;0,009;1428,32;5,52;27-10-2020;10:39:09
2;581;0,04;0,05;5,456;0,25;93,09;11,12;0,014;1428,32;4,87;27-10-2020;10:39:11
2;582;0,04;0,05;5,461;0,24;93,09;11,12;0,011;1428,34;4,31;27-10-2020;10:39:13
2;583;0,03;0,04;5,440;0,28;93,06;11,12;0,000;1428,22;3,59;27-10-2020;10:39:15
2;584;0,03;0,04;5,436;0,24;93,03;11,12;-0,002;1428,19;3,09;27-10-2020;10:39:17
2;585;0,02;0,03;5,443;0,25;93,05;11,12;-0,015;1428,20;2,28;27-10-2020;10:39:19
2;586;0,04;0,05;5,445;0,25;93,13;11,13;-0,002;1428,22;1,59;27-10-2020;10:39:21
2;587;0,02;0,03;5,445;0,24;93,10;11,13;-0,022;1428,18;0,78;27-10-2020;10:39:23
2;588;0,03;0,04;5,449;0,22;93,07;11,12;-0,017;1428,21;0,27;27-10-2020;10:39:25
2;589;0,03;0,04;5,447;0,22;93,06;11,12;-0,017;1428,20;0,17;27-10-2020;10:39:27
2;590;0,00;0,00;5,407;0,23;93,06;11,14;-0,041;1427,98;0,01;27-10-2020;10:39:29
2;591;0,03;0,04;5,152;0,03;93,08;11,21;-0,012;1426,88;0,00;27-10-2020;10:39:31
2;592;0,02;0,03;4,856;0,29;93,10;11,30;-0,015;1425,54;0,00;27-10-2020;10:39:33
2;593;0,01;0,01;4,485;0,04;94,41;11,57;-0,019;1423,85;0,00;27-10-2020;10:39:35
2;594;0,02;0,03;3,996;0,03;95,09;11,80;-0,009;1421,64;0,01;27-10-2020;10:39:37
2;595;0,03;0,04;3,643;0,03;95,38;11,95;-0,002;1420,02;0,00;27-10-2020;10:39:39
